CO_CURSO,CO_AREA,NM_AREA
48908,1,Educação
1304889,1,Educação
107619,7,Saúde e Bem-Estar
18905,1,Educação
63840,1,Educação
14503,6,Agricultura e Veterinária
1262206,5,Engenharia
92879,5,Engenharia
18953,3,Ciências Sociais
44940,3,Ciências Sociais
91271,8,Serviços
1375237,1,Educação
1103813,1,Educação
29381,3,Ciências Sociais
1738,1,Educação
120746,1,Educação
118926,5,Engenharia
91903,1,Educação
17103,1,Educação
8965,3,Ciências Sociais
74414,3,Ciências Sociais
102845,1,Educação
1147020,1,Educação
1304616,3,Ciências Sociais
1106266,3,Ciências Sociais
68383,7,Saúde e Bem-Estar
21259,3,Ciências Sociais
1268507,5,Engenharia
85806,1,Educação
66897,3,Ciências Sociais
18802,7,Saúde e Bem-Estar
1069951,7,Saúde e Bem-Estar
1266766,1,Educação
49237,1,Educação
1316023,1,Educação
113187,5,Engenharia
23444,2,Humanidades e Artes
639,2,Humanidades e Artes
104696,1,Educação
1270444,1,Educação
10054,5,Engenharia
115631,3,Ciências Sociais
13276,1,Educação
1069344,5,Engenharia
112968,7,Saúde e Bem-Estar
1322393,5,Engenharia
38028,7,Saúde e Bem-Estar
1364162,5,Engenharia
31194,1,Educação
13087,1,Educação
48783,3,Ciências Sociais
1099321,1,Educação
1114325,3,Ciências Sociais
28560,3,Ciências Sociais
19484,4,Ciências
1313049,3,Ciências Sociais
90408,7,Saúde e Bem-Estar
1215132,4,Ciências
55316,1,Educação
1374724,7,Saúde e Bem-Estar
45762,7,Saúde e Bem-Estar
1073855,3,Ciências Sociais
84288,5,Engenharia
45403,7,Saúde e Bem-Estar
104284,1,Educação
1166992,4,Ciências
1121144,4,Ciências
90639,2,Humanidades e Artes
1180784,2,Humanidades e Artes
59134,7,Saúde e Bem-Estar
1436015,8,Serviços
1300285,5,Engenharia
1088266,3,Ciências Sociais
1141424,3,Ciências Sociais
4770,2,Humanidades e Artes
1300166,1,Educação
19826,1,Educação
21302,3,Ciências Sociais
75742,5,Engenharia
45831,1,Educação
15471,1,Educação
7676,7,Saúde e Bem-Estar
1193531,3,Ciências Sociais
1287408,1,Educação
1101180,3,Ciências Sociais
5474,3,Ciências Sociais
74683,3,Ciências Sociais
69456,3,Ciências Sociais
150291,7,Saúde e Bem-Estar
1304683,1,Educação
72681,7,Saúde e Bem-Estar
1304608,7,Saúde e Bem-Estar
1266269,5,Engenharia
100893,7,Saúde e Bem-Estar
1111568,1,Educação
5000183,7,Saúde e Bem-Estar
1059323,4,Ciências
1138794,7,Saúde e Bem-Estar
19850,7,Saúde e Bem-Estar
1321984,5,Engenharia
104842,5,Engenharia
5734,7,Saúde e Bem-Estar
1313002,3,Ciências Sociais
1160029,1,Educação
104051,7,Saúde e Bem-Estar
85635,7,Saúde e Bem-Estar
1123373,3,Ciências Sociais
103292,4,Ciências
1199648,3,Ciências Sociais
1344127,2,Humanidades e Artes
62936,3,Ciências Sociais
2714,2,Humanidades e Artes
118124,1,Educação
1114402,2,Humanidades e Artes
1076209,8,Serviços
1261053,7,Saúde e Bem-Estar
49081,5,Engenharia
1159869,3,Ciências Sociais
1122726,3,Ciências Sociais
6832,1,Educação
120879,3,Ciências Sociais
48728,3,Ciências Sociais
11234,7,Saúde e Bem-Estar
1279673,3,Ciências Sociais
17944,3,Ciências Sociais
1360188,4,Ciências
85744,3,Ciências Sociais
1077155,3,Ciências Sociais
21777,1,Educação
122970,3,Ciências Sociais
108721,3,Ciências Sociais
112316,2,Humanidades e Artes
1292920,6,Agricultura e Veterinária
64272,5,Engenharia
90679,3,Ciências Sociais
5001328,1,Educação
1084792,1,Educação
1270679,6,Agricultura e Veterinária
101810,3,Ciências Sociais
73109,1,Educação
1182946,3,Ciências Sociais
1204415,3,Ciências Sociais
103122,3,Ciências Sociais
112062,8,Serviços
60068,5,Engenharia
315876,4,Ciências
49839,7,Saúde e Bem-Estar
19979,3,Ciências Sociais
7081,1,Educação
1169965,1,Educação
1141771,7,Saúde e Bem-Estar
57514,2,Humanidades e Artes
13205,3,Ciências Sociais
19637,4,Ciências
10968,7,Saúde e Bem-Estar
65335,3,Ciências Sociais
1306504,5,Engenharia
31384,2,Humanidades e Artes
1359814,1,Educação
15270,7,Saúde e Bem-Estar
1212347,1,Educação
1160076,3,Ciências Sociais
112600,1,Educação
1192453,3,Ciências Sociais
1106737,8,Serviços
105074,5,Engenharia
116022,1,Educação
1343852,1,Educação
11660,1,Educação
8582,7,Saúde e Bem-Estar
49772,3,Ciências Sociais
8587,3,Ciências Sociais
20697,6,Agricultura e Veterinária
19813,1,Educação
81344,3,Ciências Sociais
66161,3,Ciências Sociais
108938,7,Saúde e Bem-Estar
1330077,3,Ciências Sociais
1782,1,Educação
1166498,4,Ciências
26823,2,Humanidades e Artes
30580,1,Educação
5118,3,Ciências Sociais
49225,1,Educação
14597,5,Engenharia
75823,7,Saúde e Bem-Estar
1315489,3,Ciências Sociais
1259141,5,Engenharia
80683,1,Educação
1144914,6,Agricultura e Veterinária
90584,5,Engenharia
1364272,5,Engenharia
1057859,3,Ciências Sociais
1052799,5,Engenharia
100736,1,Educação
7515,5,Engenharia
44052,1,Educação
80379,5,Engenharia
55388,7,Saúde e Bem-Estar
38428,3,Ciências Sociais
1076643,3,Ciências Sociais
68211,3,Ciências Sociais
83376,5,Engenharia
56596,3,Ciências Sociais
1107367,5,Engenharia
1283854,5,Engenharia
82174,7,Saúde e Bem-Estar
3166,1,Educação
1403988,1,Educação
1321888,3,Ciências Sociais
7491,7,Saúde e Bem-Estar
11448,3,Ciências Sociais
1285093,3,Ciências Sociais
35074,1,Educação
43788,1,Educação
40657,3,Ciências Sociais
1276567,5,Engenharia
1279546,3,Ciências Sociais
321427,4,Ciências
118786,1,Educação
6166,3,Ciências Sociais
11315,3,Ciências Sociais
1185946,1,Educação
75705,7,Saúde e Bem-Estar
31945,5,Engenharia
41233,1,Educação
1153682,3,Ciências Sociais
47105,4,Ciências
1150521,4,Ciências
1365182,5,Engenharia
312332,1,Educação
1280381,3,Ciências Sociais
34671,3,Ciências Sociais
72140,3,Ciências Sociais
1300493,5,Engenharia
1285135,7,Saúde e Bem-Estar
1304934,7,Saúde e Bem-Estar
1046734,7,Saúde e Bem-Estar
1303561,3,Ciências Sociais
1177665,5,Engenharia
5000792,3,Ciências Sociais
1261766,7,Saúde e Bem-Estar
1419746,4,Ciências
1200712,7,Saúde e Bem-Estar
1214936,4,Ciências
1404426,2,Humanidades e Artes
86606,7,Saúde e Bem-Estar
5000216,1,Educação
5000947,3,Ciências Sociais
1115896,1,Educação
1128702,3,Ciências Sociais
31193,1,Educação
1108931,4,Ciências
92054,1,Educação
76373,1,Educação
5000282,5,Engenharia
7769,3,Ciências Sociais
66203,3,Ciências Sociais
120515,4,Ciências
70606,8,Serviços
100534,1,Educação
87804,1,Educação
68792,3,Ciências Sociais
14376,7,Saúde e Bem-Estar
1166630,3,Ciências Sociais
89333,3,Ciências Sociais
1204381,3,Ciências Sociais
1327669,5,Engenharia
313448,4,Ciências
67221,1,Educação
1330028,3,Ciências Sociais
107500,1,Educação
1106313,3,Ciências Sociais
1161077,8,Serviços
1070620,3,Ciências Sociais
1395994,3,Ciências Sociais
19573,3,Ciências Sociais
109842,3,Ciências Sociais
1380249,1,Educação
5001258,3,Ciências Sociais
1270701,6,Agricultura e Veterinária
1149905,3,Ciências Sociais
1322329,7,Saúde e Bem-Estar
1168223,1,Educação
115199,8,Serviços
1077647,7,Saúde e Bem-Estar
79948,3,Ciências Sociais
5223,1,Educação
83312,1,Educação
1102903,5,Engenharia
68209,3,Ciências Sociais
1304099,1,Educação
80222,3,Ciências Sociais
66637,2,Humanidades e Artes
14219,3,Ciências Sociais
119096,3,Ciências Sociais
1178022,7,Saúde e Bem-Estar
99012,3,Ciências Sociais
7299,3,Ciências Sociais
19454,7,Saúde e Bem-Estar
58639,3,Ciências Sociais
80754,1,Educação
17270,1,Educação
104898,1,Educação
1177730,3,Ciências Sociais
83024,7,Saúde e Bem-Estar
19012,7,Saúde e Bem-Estar
5000264,7,Saúde e Bem-Estar
1258685,3,Ciências Sociais
1283220,3,Ciências Sociais
1405020,1,Educação
99519,5,Engenharia
100586,4,Ciências
1330330,7,Saúde e Bem-Estar
1284124,5,Engenharia
1280605,7,Saúde e Bem-Estar
23597,3,Ciências Sociais
20502,3,Ciências Sociais
1374709,3,Ciências Sociais
117076,1,Educação
105176,1,Educação
107964,3,Ciências Sociais
88510,5,Engenharia
121026,3,Ciências Sociais
73883,4,Ciências
1257749,7,Saúde e Bem-Estar
1376137,7,Saúde e Bem-Estar
96412,3,Ciências Sociais
101114,7,Saúde e Bem-Estar
1150509,1,Educação
113701,1,Educação
46391,3,Ciências Sociais
57820,4,Ciências
88484,7,Saúde e Bem-Estar
31978,1,Educação
1403887,3,Ciências Sociais
1189822,1,Educação
21820,1,Educação
1170477,4,Ciências
95755,3,Ciências Sociais
97685,7,Saúde e Bem-Estar
1303952,3,Ciências Sociais
1070777,5,Engenharia
14098,4,Ciências
1166771,2,Humanidades e Artes
117488,3,Ciências Sociais
356706,7,Saúde e Bem-Estar
1280288,1,Educação
22106,3,Ciências Sociais
75765,8,Serviços
86361,3,Ciências Sociais
10989,3,Ciências Sociais
85504,7,Saúde e Bem-Estar
1128938,1,Educação
1183665,8,Serviços
114614,3,Ciências Sociais
109260,4,Ciências
1104579,5,Engenharia
1205729,5,Engenharia
116808,1,Educação
1314993,6,Agricultura e Veterinária
1322423,7,Saúde e Bem-Estar
19397,1,Educação
123316,2,Humanidades e Artes
20632,3,Ciências Sociais
30102,2,Humanidades e Artes
19504,7,Saúde e Bem-Estar
85688,1,Educação
123797,3,Ciências Sociais
48017,2,Humanidades e Artes
1127979,6,Agricultura e Veterinária
1905,1,Educação
57257,3,Ciências Sociais
1882,1,Educação
1364271,1,Educação
304,7,Saúde e Bem-Estar
18742,3,Ciências Sociais
21016,4,Ciências
46228,2,Humanidades e Artes
15338,3,Ciências Sociais
13868,7,Saúde e Bem-Estar
107060,5,Engenharia
121886,7,Saúde e Bem-Estar
113328,4,Ciências
1136349,3,Ciências Sociais
1119277,5,Engenharia
1279262,3,Ciências Sociais
22948,1,Educação
1330135,3,Ciências Sociais
1204987,1,Educação
1103145,2,Humanidades e Artes
15334,1,Educação
1258111,6,Agricultura e Veterinária
1313173,1,Educação
98744,5,Engenharia
21989,1,Educação
1375232,5,Engenharia
56738,1,Educação
1099036,3,Ciências Sociais
346633,2,Humanidades e Artes
1363954,5,Engenharia
112272,4,Ciências
3406,4,Ciências
105018,2,Humanidades e Artes
1404118,3,Ciências Sociais
1212350,1,Educação
115780,7,Saúde e Bem-Estar
616,5,Engenharia
106179,3,Ciências Sociais
1313001,8,Serviços
21626,3,Ciências Sociais
3560,3,Ciências Sociais
32334,2,Humanidades e Artes
85080,5,Engenharia
32015,2,Humanidades e Artes
1331371,5,Engenharia
1321625,3,Ciências Sociais
122002,1,Educação
1180933,5,Engenharia
89903,8,Serviços
1204316,3,Ciências Sociais
21698,7,Saúde e Bem-Estar
115098,1,Educação
107319,3,Ciências Sociais
700,1,Educação
1160487,3,Ciências Sociais
1117770,1,Educação
1321902,5,Engenharia
1428334,5,Engenharia
113643,3,Ciências Sociais
100129,3,Ciências Sociais
1205756,3,Ciências Sociais
99630,5,Engenharia
1113106,7,Saúde e Bem-Estar
1180797,7,Saúde e Bem-Estar
1257569,3,Ciências Sociais
5000415,7,Saúde e Bem-Estar
96267,3,Ciências Sociais
1322002,5,Engenharia
15693,1,Educação
82693,5,Engenharia
60672,1,Educação
12695,7,Saúde e Bem-Estar
121387,5,Engenharia
21873,1,Educação
92161,3,Ciências Sociais
1324113,3,Ciências Sociais
1401623,1,Educação
1260636,3,Ciências Sociais
1266270,6,Agricultura e Veterinária
55840,7,Saúde e Bem-Estar
1161173,1,Educação
1112946,3,Ciências Sociais
5625,5,Engenharia
77539,3,Ciências Sociais
68928,3,Ciências Sociais
89301,1,Educação
1199209,3,Ciências Sociais
1382618,8,Serviços
59174,7,Saúde e Bem-Estar
1327,3,Ciências Sociais
1049248,5,Engenharia
1104068,5,Engenharia
115965,5,Engenharia
1102628,4,Ciências
1399049,2,Humanidades e Artes
1107084,1,Educação
114924,5,Engenharia
1109224,5,Engenharia
1293126,1,Educação
1193761,6,Agricultura e Veterinária
1364758,3,Ciências Sociais
73378,7,Saúde e Bem-Estar
19505,4,Ciências
118686,3,Ciências Sociais
1168576,4,Ciências
1152839,4,Ciências
1163885,7,Saúde e Bem-Estar
1315462,5,Engenharia
22877,1,Educação
117808,7,Saúde e Bem-Estar
112400,2,Humanidades e Artes
75429,3,Ciências Sociais
98265,8,Serviços
54746,4,Ciências
1284950,3,Ciências Sociais
54053,1,Educação
1172253,8,Serviços
3837,3,Ciências Sociais
1297033,5,Engenharia
1323605,5,Engenharia
90053,6,Agricultura e Veterinária
71599,7,Saúde e Bem-Estar
5001282,5,Engenharia
1257750,3,Ciências Sociais
109496,3,Ciências Sociais
1260230,3,Ciências Sociais
56598,3,Ciências Sociais
1149174,5,Engenharia
116522,1,Educação
65608,5,Engenharia
77636,3,Ciências Sociais
2217,1,Educação
60470,1,Educação
74430,2,Humanidades e Artes
69632,1,Educação
83888,3,Ciências Sociais
1129168,5,Engenharia
87193,6,Agricultura e Veterinária
64168,5,Engenharia
5000951,4,Ciências
1179383,1,Educação
1103723,4,Ciências
45202,2,Humanidades e Artes
15247,1,Educação
1269872,3,Ciências Sociais
1375259,1,Educação
98171,4,Ciências
51220,3,Ciências Sociais
1267954,1,Educação
55332,4,Ciências
1179271,3,Ciências Sociais
74669,3,Ciências Sociais
1143412,1,Educação
1160991,5,Engenharia
59124,7,Saúde e Bem-Estar
13589,4,Ciências
1279598,3,Ciências Sociais
3144,1,Educação
50796,6,Agricultura e Veterinária
87958,6,Agricultura e Veterinária
105922,7,Saúde e Bem-Estar
101698,7,Saúde e Bem-Estar
1204695,5,Engenharia
103455,8,Serviços
90084,7,Saúde e Bem-Estar
1183612,7,Saúde e Bem-Estar
68358,3,Ciências Sociais
1173225,3,Ciências Sociais
1300426,5,Engenharia
2111,3,Ciências Sociais
108376,6,Agricultura e Veterinária
55094,1,Educação
90683,7,Saúde e Bem-Estar
2622,1,Educação
92337,3,Ciências Sociais
1260286,4,Ciências
82672,4,Ciências
119986,3,Ciências Sociais
94975,5,Engenharia
19851,3,Ciências Sociais
18277,4,Ciências
1353994,3,Ciências Sociais
1260072,5,Engenharia
1404126,4,Ciências
111214,1,Educação
101924,7,Saúde e Bem-Estar
33054,1,Educação
19558,4,Ciências
81048,3,Ciências Sociais
1126549,5,Engenharia
111810,3,Ciências Sociais
44003,3,Ciências Sociais
76353,1,Educação
1300509,4,Ciências
1182802,7,Saúde e Bem-Estar
1280827,8,Serviços
1085630,3,Ciências Sociais
121376,3,Ciências Sociais
1364764,3,Ciências Sociais
121354,3,Ciências Sociais
1367636,3,Ciências Sociais
15410,1,Educação
21875,1,Educação
1205238,1,Educação
122872,3,Ciências Sociais
49099,1,Educação
119940,6,Agricultura e Veterinária
90499,4,Ciências
1145108,5,Engenharia
3415,3,Ciências Sociais
1115866,5,Engenharia
117296,3,Ciências Sociais
76870,3,Ciências Sociais
1270221,1,Educação
100140,3,Ciências Sociais
1170036,3,Ciências Sociais
1341196,2,Humanidades e Artes
1258677,7,Saúde e Bem-Estar
1303385,7,Saúde e Bem-Estar
1155547,1,Educação
1140048,3,Ciências Sociais
1165246,5,Engenharia
1314310,3,Ciências Sociais
1261240,5,Engenharia
1191042,5,Engenharia
73496,3,Ciências Sociais
18593,7,Saúde e Bem-Estar
1160972,3,Ciências Sociais
1284860,5,Engenharia
95585,3,Ciências Sociais
1113549,1,Educação
1205328,8,Serviços
47974,3,Ciências Sociais
102451,5,Engenharia
1281098,8,Serviços
1364124,4,Ciências
1315343,4,Ciências
86596,3,Ciências Sociais
31537,1,Educação
39235,6,Agricultura e Veterinária
1169423,6,Agricultura e Veterinária
58645,3,Ciências Sociais
1212526,1,Educação
1178683,3,Ciências Sociais
84790,7,Saúde e Bem-Estar
84866,4,Ciências
56668,7,Saúde e Bem-Estar
92895,5,Engenharia
1204988,7,Saúde e Bem-Estar
1105088,4,Ciências
1059394,5,Engenharia
1107867,5,Engenharia
1267334,3,Ciências Sociais
1185994,5,Engenharia
1303617,8,Serviços
1283961,3,Ciências Sociais
1161125,8,Serviços
100305,1,Educação
1262435,1,Educação
60428,4,Ciências
50449,7,Saúde e Bem-Estar
1125999,1,Educação
104851,7,Saúde e Bem-Estar
1364147,3,Ciências Sociais
85400,3,Ciências Sociais
1181233,7,Saúde e Bem-Estar
99832,8,Serviços
35878,4,Ciências
1282903,2,Humanidades e Artes
1260728,5,Engenharia
1205409,4,Ciências
1376349,1,Educação
1171957,6,Agricultura e Veterinária
1108163,7,Saúde e Bem-Estar
38834,4,Ciências
1111550,1,Educação
85588,3,Ciências Sociais
39715,1,Educação
105872,1,Educação
1212343,1,Educação
1193363,5,Engenharia
98943,1,Educação
1360962,5,Engenharia
63958,3,Ciências Sociais
1204968,5,Engenharia
5000347,3,Ciências Sociais
1187060,3,Ciências Sociais
1126012,3,Ciências Sociais
1102636,4,Ciências
1303703,7,Saúde e Bem-Estar
150185,5,Engenharia
87215,3,Ciências Sociais
121127,5,Engenharia
14331,4,Ciências
1179480,3,Ciências Sociais
1334005,3,Ciências Sociais
59012,3,Ciências Sociais
12326,7,Saúde e Bem-Estar
1354013,3,Ciências Sociais
1364337,6,Agricultura e Veterinária
123153,1,Educação
1163515,5,Engenharia
121745,1,Educação
79377,1,Educação
109168,7,Saúde e Bem-Estar
1143417,1,Educação
54794,3,Ciências Sociais
82994,4,Ciências
1102186,1,Educação
1330543,5,Engenharia
1166820,7,Saúde e Bem-Estar
5000016,5,Engenharia
87564,5,Engenharia
4410,2,Humanidades e Artes
100549,1,Educação
15737,1,Educação
50273,3,Ciências Sociais
82894,1,Educação
21577,8,Serviços
5351,1,Educação
48345,3,Ciências Sociais
58864,7,Saúde e Bem-Estar
92377,5,Engenharia
123492,1,Educação
1313256,5,Engenharia
116890,5,Engenharia
74564,4,Ciências
94385,2,Humanidades e Artes
13272,5,Engenharia
84759,1,Educação
9043,3,Ciências Sociais
1399519,3,Ciências Sociais
3559,3,Ciências Sociais
38809,5,Engenharia
21424,1,Educação
5000840,4,Ciências
49498,3,Ciências Sociais
114504,4,Ciências
15355,1,Educação
1284877,3,Ciências Sociais
1122568,7,Saúde e Bem-Estar
4913,7,Saúde e Bem-Estar
1363700,5,Engenharia
60266,1,Educação
1321909,8,Serviços
1120089,5,Engenharia
337274,2,Humanidades e Artes
14110,1,Educação
91819,6,Agricultura e Veterinária
79664,8,Serviços
4278,7,Saúde e Bem-Estar
66731,3,Ciências Sociais
109500,3,Ciências Sociais
12587,6,Agricultura e Veterinária
31882,3,Ciências Sociais
59367,7,Saúde e Bem-Estar
1208816,3,Ciências Sociais
1438615,3,Ciências Sociais
1102254,4,Ciências
1174756,3,Ciências Sociais
1178713,7,Saúde e Bem-Estar
90877,7,Saúde e Bem-Estar
47579,1,Educação
111186,3,Ciências Sociais
5268,3,Ciências Sociais
1280040,5,Engenharia
117056,5,Engenharia
32998,1,Educação
96885,2,Humanidades e Artes
1073126,5,Engenharia
1335739,1,Educação
9017,7,Saúde e Bem-Estar
15214,3,Ciências Sociais
80076,3,Ciências Sociais
1103742,3,Ciências Sociais
49754,7,Saúde e Bem-Estar
19600,6,Agricultura e Veterinária
4965,3,Ciências Sociais
100289,1,Educação
20725,7,Saúde e Bem-Estar
1101239,5,Engenharia
123780,1,Educação
13425,7,Saúde e Bem-Estar
1322120,7,Saúde e Bem-Estar
74345,4,Ciências
58613,3,Ciências Sociais
1154048,5,Engenharia
92087,1,Educação
99380,3,Ciências Sociais
1076124,3,Ciências Sociais
1069158,7,Saúde e Bem-Estar
69857,7,Saúde e Bem-Estar
1185884,5,Engenharia
1385682,7,Saúde e Bem-Estar
59350,3,Ciências Sociais
1152435,3,Ciências Sociais
90671,3,Ciências Sociais
1261,4,Ciências
1150406,1,Educação
1321867,3,Ciências Sociais
65675,4,Ciências
46741,4,Ciências
1321422,2,Humanidades e Artes
61690,5,Engenharia
16268,1,Educação
88768,3,Ciências Sociais
1103183,5,Engenharia
1166455,1,Educação
1264805,5,Engenharia
100474,1,Educação
1127550,1,Educação
1166227,3,Ciências Sociais
123405,1,Educação
2619,3,Ciências Sociais
74064,3,Ciências Sociais
65058,5,Engenharia
100676,1,Educação
67923,3,Ciências Sociais
1342685,3,Ciências Sociais
1304047,7,Saúde e Bem-Estar
1257522,4,Ciências
77134,3,Ciências Sociais
101110,3,Ciências Sociais
52442,1,Educação
13845,2,Humanidades e Artes
47831,3,Ciências Sociais
2133,7,Saúde e Bem-Estar
69713,3,Ciências Sociais
94363,1,Educação
1138256,4,Ciências
1181361,3,Ciências Sociais
1160780,1,Educação
1216231,1,Educação
1160947,1,Educação
1172356,3,Ciências Sociais
1313320,1,Educação
119212,6,Agricultura e Veterinária
1287874,6,Agricultura e Veterinária
1300486,8,Serviços
1323254,4,Ciências
1292713,7,Saúde e Bem-Estar
1103541,5,Engenharia
97735,5,Engenharia
21598,7,Saúde e Bem-Estar
